,index,issue_description,pred,y
894,217,unabl login erp si,GRP_0,GRP_0
895,185,need erp password reset,GRP_0,GRP_0
896,3473,user need help login erp si user need help login erp si connect user system use teamview help user login erp si issu resolv,GRP_0,GRP_0
897,6159,network problem multipl applic run slow determin network problem erp slow plea use quick ticket within erp folder erp run slow one transact impact erp server server name locat status bar bottom right screen co worker also notic slow respons time erp applic run slow access data file server comment issu system,GRP_0,GRP_14
898,6418,troubl view print commerirtc inwarehousetool receiv good day plea assist issu cid cid click view commerci inwarehousetool appear blank plea help kind,GRP_0,GRP_18
899,435,abl login sso one team never work abl login sso one team never work refer ticket ticketno,GRP_0,GRP_0
900,927,germani connect use vpn f network phone email germani connect local network use f vpn connect work saturday sunday morn got screen logoff success call phone support fie logon reach erp server plant ping fail plea fi etern employe work,GRP_0,GRP_0
901,1010,engin tool page open,GRP_0,GRP_0
902,683,ticket updat ticketno user call inform kick eu remot minut connect na work fine,GRP_0,GRP_0
903,1703,frequent account lock plea daili reset vpn password account vanghtydec everi second time log password block plea solv problem structur basi contact user vanghtydec,GRP_0,GRP_0
904,4564,abend job jobschedul job receiv abend job jobschedul job,GRP_9,GRP_6
905,3101,abl open jpg imag file receiv abl open jpg imag file pc pl help,GRP_0,GRP_0
906,87,unabl open outlook,GRP_0,GRP_0
907,5839,fc depart distribut moin marfhtyio kannst du bitt herr lzuwmhpr riuheqsg f r da laufwerk depart hostnam distribut formular zulassen dank kind,GRP_12,GRP_12
908,2513,ad account lock,GRP_0,GRP_0
909,1330,window password reset,GRP_0,GRP_0
910,6732,prtgghjk access lock jgdydqqd lock tri go onto passwordmanagementtool reset password jgdydqqd list plea unlock account aerp,GRP_0,GRP_2
911,6936,erp si account lock,GRP_0,GRP_2
912,2970,es password reset,GRP_0,GRP_0
913,5128,job siarc fail jobschedul receiv job siarc fail jobschedul,GRP_8,GRP_8
914,1087,unabl access bobj report,GRP_0,GRP_0
915,4296,job sihotf fail jobschedul receiv job sihotf fail jobschedul,GRP_5,GRP_5
916,2069,businesscli respond receiv refer screen shot cid warm,GRP_0,GRP_0
917,6314,approv primari email crm user kpobysnc tqvefyui product approv primari email crm qlhmawgi sgwipon call kpobysnc tqvefyui msd crm product,GRP_0,GRP_16
918,1509,rzonkfua yidvloun unabl login window outlook,GRP_0,GRP_0
919,257,misplac usernam password unabl login hub,GRP_0,GRP_0
920,212,unabl login pc account lock,GRP_0,GRP_0
921,3592,erp produkt h ngt bei ot auftr gen ot auftr ge funktionieren ot auftr ge lassen sich nicht bearbeiten beim ausliefern,GRP_0,GRP_0
922,1721,ticket updat inplant,GRP_0,GRP_0
923,3377,global germani erp send output email work good day dear plea help aerp erp output send email work well yesterday,GRP_0,GRP_0
924,4701,job bkbackuptoolpowderprodful fail jobschedul receiv job bkbackuptoolpowderprodful fail jobschedul,GRP_8,GRP_8
925,1632,password reset ad,GRP_0,GRP_0
926,1002,purchas onlin katalog de technisch handel funkioniert nicht,GRP_0,GRP_0
927,2149,could hear user side could hear user side phone issu,GRP_0,GRP_0
928,4166,wifi companysecur work sao bernardo campo iwifi companysecur work sao bernardo campo,GRP_0,GRP_4
929,2406,ticket updat ticketno,GRP_0,GRP_0
930,940,mobil devic activ ftnijup sbltduco sent saturday octob pm nwfodmhc eurcwkm subject wg die synchronisierung mit echang activesync ist auf ihrem ger vor bergehend blockiert bi der zugriff vom administr gew hrt wird help desk plea take new iphon quarantin,GRP_0,GRP_0
931,7644,purchas freetet requisit cannot creat serious issu creat shop car purchas buyer group apac default changeabl sinc buyer group belong differ purch org caus error cannot overwritten seem happen creat freetet shop cart need immedi action one creat freetet requisit,GRP_29,GRP_29
932,737,unabl save doc drive internet work,GRP_0,GRP_0
933,1992,usa plant power outag saturday pm receiv everyon power whole usa manufactur plant saturday pm generat keep comput room run switch locat remot network closet drop turn back power resum,GRP_8,GRP_0
934,6622,wrenchengineeringtool macro issu receiv unabl run macro use open ecel word file solidwork skype updat sinc macro work fine system skype instal kind resolv issu earliest best,GRP_0,GRP_19
935,3844,erp password reset,GRP_0,GRP_0
936,1261,ticket updat inplant,GRP_0,GRP_0
937,8130,barcodescann eemw defekt bitt austauschen barcodescann eemw defekt bitt austauschen pc befindet sich im anlagenbereich cvd,GRP_42,GRP_42
938,543,unabl access draw,GRP_0,GRP_0
939,3989,need instal msoffic need instal msoffic user new joiner unabl access msoffic e licens,GRP_0,GRP_3
940,6758,creat busi partner id vvtathadnda receiv team plea creat busi partner id vvtathadnda solut manag rtpcnyhq ceqmwkhi mailto,GRP_2,GRP_2
941,3094,window account lock,GRP_0,GRP_0
942,1168,request reset microsoft onlin servic password request reset user password follow user organ request password reset perform account first name tyhufrey last name thyel consid contact user valid request authent continu determin valid request use servic admin portal offic window intun window azur etc reset password user want let user reset password check enabl password reset user organ click sincer compani inc,GRP_0,GRP_0
943,2531,password chane window compani,GRP_0,GRP_0
944,7813,drucker wk receiv hallo help drucker wk funktioniert nicht mehr richtig etiketten verschieben sich bitt herrn himghtmelreich informieren vielen dankbest,GRP_33,GRP_33
945,7123,setup new w szockfpj izohlgcq,GRP_24,GRP_24
946,2302,error tri access si qualiti system erp,GRP_0,GRP_0
947,2034,login issu login issu verifi user detail employe manag name check user name ad reset password advis user login check caller confirm abl login issu resolv,GRP_0,GRP_0
948,1183,unabl connect wireless user call issu abl connect wireless network use dell tablet devic,GRP_0,GRP_0
949,6050,kein rechnungseingang beim kunden per e mail kund cc erh lt unser rechnungen per e mail rechnungsempf nger cc empfangend e mail adress bi zum hat der kund problemlo die rechnungen erhalten ab dem nicht mehr dem kunden liegen die rechnungen somit nicht vor und werden deshalb auch nicht bezahlt ich kann kein nderung feststellen und bitt deshalb um kl rung dank translat custom cc receiv inwarehousetool email inwarehousetool recipi cc receiv email address custom easili get bill custom therefor bill therefor paid detect chang therefor ask clarif,GRP_0,GRP_13
950,17,unabl sign vpn,GRP_0,GRP_0
951,2522,mobil devic activ success done,GRP_0,GRP_0
952,800,deploy notif m net framdntyework businesscli si emea issu receiv got error messag minut think updat done correct could plea check comput best,GRP_0,GRP_0
953,7230,bitt die schreib leseberechtigung f r ordner staebefertigung einrichten guten morgen bitt die schreib leseberechtigung f r ordner staebefertigung einrichten dank freundlich gr e kind,GRP_12,GRP_24
954,381,custom catalogu collaborationtool work,GRP_0,GRP_0
955,56,user need help connect wireless connect home user need help connect wireless connect home user connect lan home connect user system use teamview check network set help user login home wireless disconnect home lan user confirm abl login home wireless issu resolv,GRP_0,GRP_0
956,5848,node hostnam locat germani sinc pm et,GRP_8,GRP_12
957,69,vitalyst transfer reportingtool access queri,GRP_0,GRP_0
958,7336,setup new w bzekndcu ivhnpdbu,GRP_24,GRP_24
959,3262,unabl log skype,GRP_0,GRP_0
960,711,impact award email nwqktzl vnlqkgpb sent thursday octob pmto nwfodmhc eurcwkmsubject phish check fw e,GRP_0,GRP_0
961,7838,print languag sa report rfumsv plea complet requir question return back gsc request provid requir inform gsc review ticket abl resolv plea assign appropri group per printer problem assign flowchart printer name make model kq hp laserjet p detail descript problem wrong carahct print report rfumsv error messag pjl enter languag pcl type document print sa report rfumsv ta sl purch advanc return system applic use time problem erp print respond ping command network power cycl printer complet print wrong languag charact erp system system si erp printer problem erp output rerout anoth erp printer temporarili tri anoth erp printer issu persit printer rerout applic document print correct plea scan copi document attach ticketingtool ticket file attach nia pereiraaccount report analyst financ,GRP_0,GRP_33
962,5662,unabl clear inwarehousetool vf plea support unabl clear inwarehousetool vf need help high valu inwarehousetool cannot clear,GRP_0,GRP_10
963,1864,ticketno ticket updat,GRP_0,GRP_0
964,2114,ticket udpat inplant fumkcsji sarmtlhyanardhanan sent tuesday septemb pm bvwepigr ekmarvgd cc vyluaepi dtwfaejr subject inc hi jashyht user call mention need abl get wireless travel,GRP_0,GRP_0
965,4224,network outag usa warehous vpn circuit pm et site primari type outag network circuit power plea specifi type outag top cert site yes yes na start pm et schedul mainten power yes na compani power provid power schedul mainten network yes na compani maint yes provid maint ticket site backup circuit yes yes na backup circuit activ yes yes na site contact notifi phone email yes na remot dial na yes na equip reset na yes na verifi site work backup circuit yes yes na vendor ticket globaltelecom verizon telecomvendor telecomvendor notifi gsc yes na cert start yes na addit diagnost,GRP_8,GRP_4
966,3806,reset password couskjgd uzojtkmh window login hi plea unlock sebfghkasthian account couskjgd uzojtkmh wirfteja,GRP_0,GRP_0
967,50,password chang requir user abc,GRP_0,GRP_0
968,4374,abend job jobschedul bkbackuptoolhostnameprodinc receiv abend job jobschedul bkbackuptoolhostnameprodinc,GRP_8,GRP_5
969,4781,interfac fastethernet cisco aircap compani na usa usa idf b access sw compani com interfac fastethernet cisco aircap compani na usa usa idf b access sw compani com sinc et,GRP_4,GRP_8
970,7224,setup new w uadkqcsj tmjlari,GRP_24,GRP_24
971,445,browser issu flash player addin issu,GRP_0,GRP_0
972,5325,job job fail jobschedul receiv job job fail jobschedul,GRP_8,GRP_9
973,3820,stepfhryhan need access collaborationplatform link stepfhryhan need access collaborationplatform link urlaubsplanung file efdl user linn collaborationplatform compani inc fy teamordn linnemann urlaubsplanung p pl ne file efdl user linn collaborationplatform compani inc fy teamordn linnemann p pl ene allgemein file efdl user linn collaborationplatform compani inc fy teamordn linnemann allgemein berirtchtswesen gebiet nord file efdl user linn collaborationplatform compani inc fy teamordn linnemann berirtchtswesen gebiet nord crm teamordn file efdl user linn collaborationplatform compani inc fy teamordn linnemann crm teamordn teamcal teammeet file efdl user linn collaborationplatform compani inc fy teamordn linnemann teamcal teammeet top projekt file efdl user linn collaborationplatform compani inc fy teamordn linnemann top projekt hallo sabrthi wie weit sind wir diesem thema habe noch kein ticket erhalten mit freundlichen gr ennizhola bjnqikymanwendungstechnik applic engin compani deutschland gmbh dy mitteilung ist einzig und allein f r die nutzung durch den adressaten bestimmt und kann informationen enthalten die schutzw rdig vertraulich oder nach geltendem recht von der offenlegung ausgenommen sind die verbreitung verteilung oder vervielf ltigung dieser mitteilung durch personen bei denen e sich nicht um die beabsichtigten empf nger handelt ist streng verboten wenn dy mitteilung aufgrund ein versehen bei ihnen eingegangen ist dann benachrichtigen sie bitt den absend und l schen sie dy mitteilung select follow link view disclaim altern languag von nizhola bjnqikym gesendet donnerstag juli aorthym rnsuipbk betreff aw access netweav dank sabrthi mit freundlichen gr ennizhola bjnqikymanwendungstechnik applic engin dy mitteilung ist einzig und allein f r die nutzung durch den adressaten bestimmt und kann informationen enthalten die schutzw rdig vertraulich oder nach geltendem recht von der offenlegung ausgenommen sind die verbreitung verteilung oder vervielf ltigung dieser mitteilung durch personen bei denen e sich nicht um die beabsichtigten empf nger handelt ist streng verboten wenn dy mitteilung aufgrund ein versehen bei ihnen eingegangen ist dann benachrichtigen sie bitt den absend und l schen sie dy mitteilung select follow link view disclaim altern languag von aorthym rnsuipbk gesendet donnerstag juli nizhola bjnqikym betreff access netweav hallo stepfhryhan da nimmt ein bisschen zeit ich erfass ein ticket dazu warm,GRP_0,GRP_0
974,3257,unabl download file gpts,GRP_0,GRP_0
975,5257,abend job jobschedul job receiv abend job jobschedul job,GRP_9,GRP_8
976,5260,network outag usa site hard sinc pm et type outag network circuit power plea specifi type outag top cert site yes yes na start pm et schedul mainten power yes na compani power provid power schedul mainten network yes na compani maint yes provid maint ticket site backup circuit yes yes na backup circuit activ yes na site contact notifi phone email yes na remot dial yes na equip reset yes na verifi site work backup circuit yes na vendor ticket globaltelecom verizon telecomvendor telecomvendor notifi gsc yes na cert start yes na addit diagnost,GRP_8,GRP_8
977,4486,job snpheuregen fail jobschedul receiv job snpheuregen fail jobschedul,GRP_6,GRP_6
978,245,vpn meter amount data transfer,GRP_0,GRP_0
979,5921,hostnam averag sampl disk free warn threshold hostnam averag sampl disk free warn threshold total size gb sinc pm et hostnam averag sampl disk free c warn threshold total size gb,GRP_12,GRP_12
980,1053,skype busi work receiv need help skype busi work laptop print screen attach teamview id sartlgeo lhqksbd password,GRP_0,GRP_0
981,8096,perform improv tune perform improv tune machin summari load list,GRP_41,GRP_41
982,3226,audio work contact number pc servic tag hgvsummari hear sound laptop plan video use bluetooth earbud,GRP_0,GRP_0
983,2726,microsoft outlook work user bhqvklgc vscdzjhg chang password use passwordmanagementtool outlook work delet profil reconfigur outlook ask password continu user bhqvklgc vscdzjhg e mail user id marrthyucomput name ekbl,GRP_0,GRP_0
984,4509,plea move stock sale order unrestrict stockmm pc plea move stock sale order unrestrict stockmm pc due csr allow stock movement kind help advis back u aerp,GRP_0,GRP_6
985,5432,bobj receiv dear someon plea check fi problem sale rep report report avail bobj check also get error messag cid,GRP_9,GRP_9
986,1559,need configur printer,GRP_0,GRP_0
987,19,vpn issu receiv helpdesk abl connect vpn home offic coupl f hour ago connect work anymor get messag session epir click link noth happen cid need help dynam crm click chat live agent regard dynam crm question click best,GRP_0,GRP_0
988,3039,erp login si miss erp login si miss connect user system use teamview configur erp si user pc caller confirm abl login issu resolv,GRP_0,GRP_0
989,7014,new cpp id request initi see imag attach cphlme,GRP_19,GRP_21
990,2829,m offic instal wird nicht abgeschlossen sieh anhang tel offic instal wird nicht abgeschlossen,GRP_0,GRP_0
991,7875,scannen funktioniert nicht scannen auf publik beim drucker mp funktioniert nicht,GRP_24,GRP_33
992,3441,password reset,GRP_0,GRP_0
993,7884,r maus defekt,GRP_24,GRP_33
994,5002,job job fail jobschedul receiv job job fail jobschedul,GRP_8,GRP_8
995,3501,possibl login due lock account,GRP_0,GRP_0
996,5190,abend job jobschedul ppeutoolnetchkeheu receiv abend job jobschedul ppeutoolnetchkeheu,GRP_8,GRP_8
997,751,account lockout,GRP_0,GRP_0
998,3269,unabl login collaborationplatform,GRP_0,GRP_0
999,4739,job job fail jobschedul receiv job job fail jobschedul,GRP_8,GRP_8
1000,7150,monitor vom rfa analyseg defekt hallo kannst du mal bei un im labor vorbei schauen da ist der monitor vom rfa analyseg defekt rclqfpgt tbnovdp ist der ansprechpartn,GRP_24,GRP_24
1001,2820,access common mail bo receiv owner follow common mail bo mailto mailto concern today abl view mailto unabl view mailto pl see screenshot request pl resolv cid best,GRP_0,GRP_0
1002,476,unabl access collaborationplatform,GRP_0,GRP_0
1003,6503,crm licens user dfgri dvwitpm zscqdhoalaramdntyan sent friday octob amto cc yculgav cuqptoahsubject fw crm licens dfgri crm instal laptop plea support,GRP_0,GRP_19
1004,6533,unabl print inwarehousetool receiv hi team kind plea assist unabl reprint inwarehousetool ec system system show attach without detail cid edd cid baf hydstheud mddwwyleh oper supervisor compani distribut servic asia pte ltd asia region distribut centr changi south lane c p build apac f email mailto,GRP_0,GRP_19
1005,5007,job job fail jobschedul receiv job job fail jobschedul,GRP_8,GRP_8
1006,211,shortcut open multipl folder,GRP_0,GRP_0
1007,468,access si need access si uacylto hgaycz system usernam owenssdclsupervisor phjencfg kwtcyazmanag vnhaycfo smkpfjzvwsjkbw owwddwensaccount specialist,GRP_0,GRP_0
1008,7162,support f r alicona jionmpsf wnkpzcmv,GRP_24,GRP_24
1009,4391,unabl creat deliveri mm print n post detail inform see attach plea provid follow order number materi item number mm warehous locat plant issu descript error messag see attach,GRP_6,GRP_6
1010,308,efrjkspc sfhbunrp window password epir soon efrjkspc sfhbunrp sent monday octob amto nwfodmhc eurcwkmsubject aw efrjkspc sfhbunrp window password epir soon import high chang password day day ago get remind plea inform chang,GRP_0,GRP_0
1011,7843,telefon mit der nummer ist defekt sinterei germani bitt reparieren telefon mit der nummer ist defekt sinterei germani bitt reparieren,GRP_33,GRP_33
1012,4810,network outag germani germani site hard sinc et type outag network circuit power plea specifi type outag top cert site yes na start et schedul mainten power yes na compani power provid power schedul mainten network na yes na compani maint yes provid maint ticket site backup circuit yes yes na backup circuit activ yes na site contact notifi phone email yes na remot dial na yes na equip reset na yes na verifi site work backup circuit yes na vendor ticket globaltelecom verizon telecomvendor telecomvendor notifi gsc yes na cert start yes na addit diagnost,GRP_8,GRP_8
1013,1465,reset passsw erp si user almrgtyeiba hi team could plea reset passw erp si user almrgtyeiba gvtbduyf gdbliva erp tnks,GRP_0,GRP_0
1014,8155,sale record receiv ami lisent tuesday octob pmto pradyhtueep yyuf cc mthyn iyhtu jtyhnif luntu ayhtrvin yzhao crysyht ithya mathgi ztyhng alvrhn twhyang amtgvnw usdekfzq subject sale recordprathryep want understand cost high mm plant select one eampl mm mm manufactur plant ship plant sale order relev dn intercompani bill bill plant shipment cost plant rmb understand cost plant high deliveri sep plantsal cost plant rmb margin report plant high std cost plant rmb cost plant rmb base lot size qti sale order,GRP_18,GRP_44
1015,5794,plant n network drive delet comput unabl work anyway add n network drive back comput send instruct add comput,GRP_0,GRP_12
1016,3892,window account lockout,GRP_0,GRP_0
1017,5994,user abl add zj partner si secur plea advis fie someon servic center abl success add zj partner eist custom master account si set user assign sd custmastpartnerfunczj role would add edit delet access partner function summari happen per lillanna ujvrlzg pkaegicn use si ecc strang system gave warn allow add zj partner function could even save chang clear zj field seem system ad zj partner function anyway save account account ad zj partner,GRP_15,GRP_13
1018,2317,action requir plea connect new vpn url januari vivbhuek kanjdy sent thursday septemb amto nwfodmhc eurcwkmsubject action requir plea connect new vpn url januari hiw get follow messagesystem warn clear system warn javascript installedwarn full function enabl javascript browser otherwis featur especi relat web applic new window may work correct cach cleaner failedwarn popup blocker caus cach cleaner fail use popup blocker may see outdat page form best function disabl popup blocker polici restrictionaccess network access resourc compani vpn deni polici engin reason anti virus anti virus trust,GRP_0,GRP_0
1019,8387,space util e label dat ebhsm dcc space consum avail g sinc est volum e label dat ebhsm dcc server ebhsm space consum space avail g,GRP_12,GRP_65
1020,1957,password chang outlook receiv chang password morn cannot open outlook happen last time also crm issu happen password chang high import kegcqov drctjqi applic engin cmp industri segment,GRP_0,GRP_0
1021,2111,lock passwordmanagementtool receiv plea reset password cid vfjsubao yihelgpcustom servic repres,GRP_0,GRP_0
1022,6100,quotat configur new simpl special item remain incomplet si quotat configur new simpl special item remain incomplet si quot creat distributortool quot altern millmodel item get replac materi initi item b quot price remain incomplet cannot identifi actual incomplet erp show status incomplet therefor quot cannot print sent custom web,GRP_13,GRP_13
1023,3085,zugriff auf betriebsmittedatenbank cec funktioniert nicht,GRP_0,GRP_0
1024,7759,comput unabl connect compani network comput unabl connect compani network pc got ip address,GRP_0,GRP_31
1025,773,m offic word issu,GRP_0,GRP_0
1026,1034,abl print hrtool,GRP_0,GRP_0
1027,7053,unabl see current cours ethic unabl see current cours ethicsus id bdtryh,GRP_0,GRP_23
1028,641,cannot review stock mdw mm receiv dear team complet gr dn mm stock avail md plea advis would like ship custom pc today cid b best,GRP_13,GRP_0
1029,6566,sound system laptop receiv need help sound system laptop seem work neither speaker ear phone inconveni skype call plea look,GRP_0,GRP_19
1030,3903,r finish start op process receiv unabl sign java updat see messag cid si best,GRP_0,GRP_0
1031,3799,patch instal,GRP_0,GRP_0
1032,5009,circuit outag germani germani compani primari mpls circuit sinc pm et site secondari type outag network circuit power plea specifi type outag top cert site yes na start pm et schedul mainten power yes na compani power provid power schedul mainten network yes na compani maint yes provid maint ticket site backup circuit yes yes na backup circuit activ yes yes na site contact notifi phone email yes yes na remot dial na yes na equip reset na yes na verifi site work backup circuit yes yes na vendor ticket globaltelecom verizon telecomvendor telecomvendor notifi gsc yes na cert start yes na addit diagnost,GRP_8,GRP_8
1033,2344,password reset hub,GRP_0,GRP_0
1034,6394,reset password imuwhokc ijdfnayb use passwordmanagementtool password reset reset password tonight alreadi forgot log anyth,GRP_17,GRP_17
1035,8119,need new mous pc eemw comput mous pc eemw malefunkt,GRP_3,GRP_42
1036,2316,need particip access guest wifi system hous see attach ecel spread sheet ylqvitsk bfnackrw sent wednesday septemb pm nwfodmhc eurcwkm subject rakthyesh wg cost center import high need particip access guest wifi system hous see attach ecel spread sheet sept time access day locat compani f rth germani room event technic train metal cut differ name find attach ecel list,GRP_34,GRP_0
1037,6707,system monitor resolut problem abl set resolut,GRP_19,GRP_19
1038,7594,eagw show defect system file reinstal lauacylto hgaycz fy win imag,GRP_0,GRP_28
1039,2879,ticket updat ticketno,GRP_0,GRP_0
1040,957,unabl log engin tool,GRP_0,GRP_0
1041,3956,access need vmsliazh ltksmyv usplant receiv user debtgyrur access usplant vmsliazh ltksmyv hostnam download fzwitmen jwvuasft daili today access seem broken plea restor aerp usa whatev approv requir restor connect immedi caus shutdown product process need immedi address,GRP_2,GRP_1
1042,4707,usa compani compani na usa usa core sw went pm et usa compani compani na usa usa core sw went pm et gigabitethernet interfac compani na usa usa core sw compani na usa usa access sw went pm et gigabitethernet interfac,GRP_8,GRP_8
1043,7959,need access hostnam imt folder receiv team plea usa access imt folder server hostnam,GRP_12,GRP_34
1044,7037,call vitalyst opportun edit call vitalyst opportun edit check screen shot requir use enter custom lead opportstorageproduct data crm understand mani time actual data entri field lock u cannot enter anyth also flow screen lack intuit input much challeng true opportstorageproduct screen also lead screen etc,GRP_40,GRP_22
1045,118,window account lock,GRP_0,GRP_0
1046,7518,unabl receiv mail bank amerirtca cash pro onlin rais request access bank portal cannot receiv mail kind assist,GRP_0,GRP_26
1047,4220,check router wifi router sao pollaurido merced ap site southamerirtca sp bernardo campo merced benz hi team plea check router wifi sao pollaurido merced ap site compani southamerirtca pollaurido bernardo campo possibl connect network wifi companysecur network visibl user local need connect remot doubt plea return,GRP_4,GRP_4
1048,3977,cannot get comput get error ip address,GRP_3,GRP_3
1049,4343,job sicold fail jobschedul receiv job sicold fail jobschedul,GRP_5,GRP_5
1050,5209,abend job jobschedul job receiv abend job jobschedul job,GRP_9,GRP_8
1051,4104,latpop startup without ac power cord connect suspect bad batteri,GRP_0,GRP_3
1052,6580,unabl connect projector receiv dear sir unabl connect projector system best,GRP_0,GRP_19
1053,2057,unabl login vpn unabl login vpn page stop check antivirus client,GRP_0,GRP_0
1054,4333,job sihot fail jobschedul receiv job sihot fail jobschedul,GRP_5,GRP_5
1055,1349,uninstal adwar comput,GRP_0,GRP_0
1056,3980,symantec pop queri ran quick scan delet cooki,GRP_0,GRP_3
1057,6689,laptop volum work receiv hi laptop dell precis volum stop work sure whether problem driver plea help attend skype session week best,GRP_0,GRP_19
1058,5112,circuit outag germani compani werkzeug hartstoff secondari vpn sinc pm et type outag network circuit power plea specifi type outag top cert site yes na start pm et schedul mainten power na yes na compani power provid power schedul mainten network na yes na compani maint yes provid maint ticket site backup circuit yes yes na backup circuit activ yes yes na site contact notifi phone email na yes na remot dial na yes na equip reset na yes na verifi site work backup circuit yes yes na vendor ticket globaltelecom verizon telecomvendor telecomvendor na notifi gsc na yes na cert start yes na addit diagnost,GRP_8,GRP_8
1059,8064,new prospect account within crm system issu creat new prospect account within crm systemaft day still alloc erp contact,GRP_0,GRP_40
1060,6112,erp si system receiv hi plant encount erp si system due issu may may abl fulfil local order today depend fast system rais ticket inc nsdwd mwdddllehoper supervisorcompani distribut servic asia pte ltdemail mailto,GRP_0,GRP_14
1061,6878,na remot work pm mhfjudahdyu rfgrhtdi hi manjgtiri pm dwfiykeo argtmvcumar pm mhfjudahdyu rfgrhtdi na remot workingcan verifyeu remot work pm dwfiykeo argtmvcumar oklet check pm mhfjudahdyu rfgrhtdi ok pm dwfiykeo argtmvcumar get error pm mhfjudahdyu rfgrhtdi abl connect vpn pm dwfiykeo argtmvcumar oklet creat ticket pm dwfiykeo argtmvcumar tri work pm mhfjudahdyu rfgrhtdi eu workingi eu pm dwfiykeo argtmvcumar okthi new asia vpn remoteif time tri pm mhfjudahdyu rfgrhtdi sure pm dwfiykeo argtmvcumar,GRP_0,GRP_2
1062,6673,plea add offic printer new laptop receiv dear sir plea add offic printer connect compani vpn new laptop,GRP_0,GRP_19
1063,7736,msd offic outlook plea provid detail issu melhduti gqchtedl hi melhduti gqchtedl obuwfnkm ufpwmybi melhduti gqchtedl id,GRP_0,GRP_31
1064,4291,erp printer rerout name uicjvng jcoshmbflanguag browser microsoft internet eploreremail custom number telephon summari need chang default printer erp transact co co despit chang default su still print wrong printer,GRP_0,GRP_5
1065,7771,account password epir account epir,GRP_0,GRP_31
1066,8247,nan,GRP_30,GRP_48
1067,5950,hostnam status hostnam compani com status epect red,GRP_8,GRP_12
1068,7978,timecard access ticketingtool notic access timecard ticketingtool enabl,GRP_0,GRP_36
1069,4280,job job fail jobschedul receiv job job fail jobschedul,GRP_8,GRP_5
1070,618,get error tri access precal plan report cmor see attach keinyujo torveda access pre call plan section account record get error one get reportingengineeringtool crm dashbankrd fie open crm issu happen,GRP_22,GRP_0
1071,3209,open outlook open outlook problem twice week alreadi,GRP_0,GRP_0
1072,7490,etern recipi unabl share screen intern compani employe pstn confer call etern recipi unabl share screen intern compani employe pstn confer call error messag compani user saw messag read someth like present fail sinc present left meet even though still meet agre end meet join issu go away,GRP_0,GRP_26
1073,1042,vip upgrad ie,GRP_0,GRP_0
1074,5689,engin tool quick search problem engin tool quick search work take much time load data plea sort issu aerp,GRP_0,GRP_11
1075,1074,connect wireless outsid compani usa wireless receiv attach connect avail need wireless plea review figur wireless avail compani usa also hotel access avail,GRP_0,GRP_0
1076,3859,access engin tool name gncpezh hopqcvzalanguag browser microsoft internet eploreremail custom number telephon summari tool access report,GRP_0,GRP_0
1077,179,laptop slow dialog bog open choppi flicker delay,GRP_0,GRP_0
1078,7288,support f r umbau ewew lpfzasmv cleoprzq,GRP_24,GRP_24
1079,5440,error log hana plea see attach error receiv tri log hana,GRP_0,GRP_9
1080,4264,job sicold fail jobschedul receiv job sicold fail jobschedul,GRP_5,GRP_5
1081,5587,job hrpayrollnau fail jobschedul receiv job hrpayrollnau fail jobschedul,GRP_10,GRP_10
1082,5832,u drive access net one month bedord usa request provid access u drive ldbsm engineeringappl sinc take much time open n document engin tool current u drive path hostnam engineeringappl kind process aerp,GRP_12,GRP_12
1083,3375,password reset,GRP_0,GRP_0
1084,1550,window password reset,GRP_0,GRP_0
1085,1746,infopath link discount form open discount team pozna unabl open discount request form link inbo error occur huge impact team product plea address soon possibl attach two print screen one eampl said link one error occur tri open discount form,GRP_0,GRP_0
1086,4608,reset password reghythicsa purvi use passwordmanagementtool password reset need reset password interact desktop telephonysoftwar user name pughjuvirl,GRP_17,GRP_7
1087,3886,supplychainsoftwar password reset,GRP_0,GRP_0
1088,6179,mii uacylto hgaycz lacw step refresh page fail element span found sinc pm et,GRP_8,GRP_14
1089,2888,help engineeringtool engineeringtool dear sir plea help download softwar engineeringtool engineeringtool laptop detail dealer compani india ltd dist name ramdntya enterpris aurangabad maharashtra dist code,GRP_19,GRP_0
1090,3422,wvdnkhf jirecvta issu connect compani wifi network f rth wvdnkhf jirecvta issu connect compani wifi network f rth past two day window access get sudden lock could someon plea get contact per cell phone,GRP_0,GRP_0
1091,3358,erp internet usa pa locat erp internet usa pa locat contact,GRP_4,GRP_0
1092,3660,password reset request,GRP_0,GRP_0
1093,8303,contractor lock plea unlock vvlahstyurr ad erp si student work project vinhytri report password longer work access data assumpt got password mie ad hana si lock one plea look unlock account,GRP_2,GRP_53
1094,2208,unabl connect outlook,GRP_0,GRP_0
1095,1172,instal lauacylto hgaycz version flash player receiv plea instal lauacylto hgaycz version flash player system got messag shown tri complet ethic cours collaborationplatform site cid imag jpg sieb fbe,GRP_0,GRP_0
1096,7154,problem mit alicona nach updat jionmpsf wnkpzcmv,GRP_24,GRP_24
1097,5656,error messag inwarehousetool document still contail messag post code miro error messag inwarehousetool document still contain messag po,GRP_10,GRP_10
1098,2276,skype audio work skype audio work connect user system use teamview updat audio driver check sound set restart pc audio work fine issu resolv,GRP_0,GRP_0
1099,1557,erp accout lock receiv sir erp accout lock help tri log passwordmanagementtool passoword system unlock accout also log cid fomail ee a fb badf best,GRP_0,GRP_0
1100,7126,problem mit portal user gogtyekthyto vzqomdgt jwoqbuml,GRP_24,GRP_24
